,Item,Naive,SES,Arima,Basic LSTM,Stacked LSTM,RNN,GRU
121,StatTrak™ AK-47 | Nightwish (Field-Tested),8.36434111672473,8.142749579097062,16.8127104723676,17.848557096471026,7.316234486910846,8.19005442972012,10.280163901761854
122,StatTrak™ AK-47 | Nightwish (Minimal Wear),6.407496839363669,6.222748165274638,39.490080117071706,13.781009305672674,9.827037178514402,14.578941799908488,13.436855209058528
123,StatTrak™ AK-47 | Nightwish (Well-Worn),4.045414827883215,4.045414833511359,51.582434742325425,14.333571946971084,9.234742355010583,13.273430663352523,12.364673234654363
124,StatTrak™ AK-47 | The Empress (Factory New),9.97244227561297,8.971753019176742,14.328610334920256,10.566265953996568,8.91800216307366,9.24845033443446,11.085397042134948
125,StatTrak™ AK-47 | Vulcan (Factory New),34.533678694796876,7.9526401343010695,8.124651040028827,137.65527593382137,28.05330663320187,41.98928013985136,65.04495307229715
126,StatTrak™ AWP | BOOM (Factory New),24.543995471310218,21.477636556112977,21.48354197169402,29.003977900673295,27.51681908231606,26.174499136193194,24.848153324297645
127,StatTrak™ AWP | Containment Breach (Factory New),15.05879179480126,15.024702722116734,15.0072021781545,15.446926645296326,15.069104032148461,16.08577827949141,14.659808525495597
128,StatTrak™ AWP | Oni Taiji (Battle-Scarred),37.36228606367379,53.47404453124337,53.12089672773967,58.24451684497566,61.42512543423913,56.01162730526879,60.23533916367898
129,StatTrak™ AWP | Oni Taiji (Factory New),19.913586373726183,13.08130337832083,13.349522766539996,103.12692685478389,35.81096002712268,21.153673102966014,42.449136136062464
130,StatTrak™ AWP | Oni Taiji (Minimal Wear),8.515355153139016,8.470844807497329,8.48284296506007,25.089129131647386,17.875939717865954,14.88140216410766,29.111037530529934
131,StatTrak™ AWP | Oni Taiji (Well-Worn),36.23286164248194,24.161754595652095,24.041537161698244,160.8315824518231,44.384860386123144,25.401270456535467,44.50334082651108
132,StatTrak™ AWP | Wildfire (Factory New),7.123767827383032,7.033929817915348,7.033389650642135,7.49424509450364,7.197045283515557,7.141131222158793,7.317369435444558
133,StatTrak™ Desert Eagle | Code Red (Factory New),8.46947903670416,7.871031896103045,7.90838123231711,12.803207720902359,11.121549140679274,10.018804597047433,9.816255067188914
134,StatTrak™ Desert Eagle | Crimson Web (Factory New),21.989636431425982,17.676185756733283,19.59409930013753,25.529863485189775,26.047098737882965,21.96567150102073,21.59193110158621
135,StatTrak™ Desert Eagle | Ocean Drive (Factory New),9.762716101457213,9.514431584845394,9.514423130551394,9.829509627370395,10.100450587458967,10.177583786287718,9.592459225677455
136,StatTrak™ Five-SeveN | Hyper Beast (Factory New),15.426553862848472,15.891214467327286,16.303601299302276,14.644425069049667,14.651035741257774,15.432339718966796,13.733718431044284
137,StatTrak™ G3SG1 | The Executioner (Minimal Wear),149.63826737617458,145.93014041621595,106.92103994521987,120.4251413779152,109.64104208659101,128.51192562591123,133.61708772069653
138,StatTrak™ Galil AR | Orange DDPAT (Factory New),40.80493861254998,28.022403063586776,27.944502017587972,26.651199779927186,35.318357587443984,29.706453247624708,28.295060338843978
139,StatTrak™ Glock-18 | Bullet Queen (Factory New),12.589495638858107,11.76020388248531,11.458676013731123,16.63961389663378,12.926778699602359,13.873278042496139,14.612570237309612
140,StatTrak™ Glock-18 | Neo-Noir (Factory New),8.46073263887391,7.33782752790741,18.57066300802283,10.233000050264984,13.611245036027247,11.361328788672475,8.159463857644404
141,StatTrak™ M4A1-S | Chantico's Fire (Factory New),14.02112874387303,19.729599868136333,19.78896453022129,22.286692980836342,25.01405556870874,21.582390680522778,26.09281241695065
